conversation_id,model_a,model_b,winner,language,timestamp,tokens_in,tokens_out,latency_ms,cost_usd
lmsys_0000223,gpt-4,palm-2,model_a,German,2026-05-17T04:07:23.238241Z,426,506,419,0.004247
lmsys_0000224,mistral-large,davinci-003,model_b,French,2026-05-29T22:44:55.238241Z,1664,746,239,0.002717
lmsys_0000225,gpt-3.5-turbo,gpt-4-turbo,tie,Japanese,2026-06-09T23:34:15.238241Z,476,1375,477,0.001197
lmsys_0000226,claude-3-opus,palm-2,model_b,Chinese,2026-05-20T00:12:10.238241Z,993,1258,851,0.00276
lmsys_0000227,mistral-large,claude-3-5-sonnet,model_a,Chinese,2026-06-10T19:48:12.238241Z,1660,217,1035,8.5e-05
lmsys_0000228,claude-3-5-sonnet,gpt-3.5-turbo,model_a,Japanese,2026-05-30T12:09:26.238241Z,578,1145,594,0.00328
lmsys_0000229,palm-2,llama-2-70b,model_a,Japanese,2026-05-18T01:41:48.238241Z,641,1345,854,0.001005
lmsys_0000230,llama-2-70b,davinci-003,tie,English,2026-05-30T03:21:17.238241Z,617,1325,643,5.2e-05
lmsys_0000231,gpt-4-turbo,llama-2-70b,model_b,Chinese,2026-05-18T16:23:36.238241Z,1368,605,1344,1.5e-05
lmsys_0000232,davinci-003,gpt-4-turbo,tie,French,2026-06-10T10:07:46.238241Z,1805,765,419,0.002542
lmsys_0000233,gpt-4-turbo,gemini-pro,tie,German,2026-05-22T12:24:57.238241Z,1190,121,330,0.002865
lmsys_0000234,claude-3-5-sonnet,davinci-003,model_b,English,2026-05-31T20:22:02.238241Z,600,63,519,0.001447
lmsys_0000235,palm-2,gpt-4,tie,French,2026-06-07T16:25:56.238241Z,1200,451,561,0.007165
lmsys_0000236,davinci-003,gpt-3.5-turbo,model_b,Spanish,2026-05-24T02:51:35.238241Z,1156,1370,374,0.000525
lmsys_0000237,claude-3-opus,gpt-3.5-turbo,model_a,Chinese,2026-05-22T21:44:59.238241Z,500,308,535,0.005652
lmsys_0000238,gemini-pro,mistral-large,tie,German,2026-06-09T20:05:43.238241Z,239,437,682,3.7e-05
lmsys_0000239,claude-3-opus,llama-2-70b,model_a,German,2026-05-31T08:48:43.238241Z,1642,505,590,0.002114
lmsys_0000240,claude-3-5-sonnet,gemini-pro,model_b,French,2026-05-17T09:53:53.238241Z,469,629,564,0.000672
lmsys_0000241,gemini-pro,gpt-4,model_b,German,2026-05-13T22:38:23.238241Z,1856,1403,361,0.007363
lmsys_0000242,gemini-pro,gpt-4,model_a,Chinese,2026-05-29T04:00:45.238241Z,1812,782,316,0.001719
lmsys_0000243,gpt-4,gpt-4-turbo,tie,Japanese,2026-06-09T19:59:15.238241Z,246,933,562,0.0061
lmsys_0000244,gpt-3.5-turbo,gemini-pro,tie,Chinese,2026-05-22T11:39:20.238241Z,633,309,549,0.000914
lmsys_0000245,palm-2,davinci-003,tie,Spanish,2026-06-06T14:13:39.238241Z,1837,634,379,0.001472
lmsys_0000246,claude-3-5-sonnet,gpt-4-turbo,model_a,French,2026-05-27T21:45:47.238241Z,203,1375,675,0.002367
lmsys_0000247,llama-2-70b,gpt-4-turbo,model_a,English,2026-05-27T16:53:56.238241Z,73,200,1605,5.5e-05
lmsys_0000248,palm-2,claude-3-opus,tie,Chinese,2026-05-19T19:28:56.238241Z,1292,911,459,0.001398
lmsys_0000249,davinci-003,gpt-3.5-turbo,model_b,Spanish,2026-05-20T05:44:02.238241Z,260,1313,417,0.000893
lmsys_0000250,gpt-3.5-turbo,gpt-4,tie,German,2026-06-04T06:36:17.238241Z,101,1406,199,0.001357
lmsys_0000251,davinci-003,gpt-3.5-turbo,model_a,French,2026-05-21T15:30:56.238241Z,1777,852,384,0.001785
lmsys_0000252,claude-3-5-sonnet,davinci-003,model_a,English,2026-05-15T18:14:24.238241Z,1324,1152,527,0.003463
lmsys_0000253,gemini-pro,mistral-large,tie,Japanese,2026-06-03T16:39:05.238241Z,795,1318,635,0.001201
lmsys_0000254,claude-3-opus,gpt-4-turbo,tie,German,2026-05-30T20:55:00.238241Z,1541,1423,476,0.004732
lmsys_0000255,gpt-4-turbo,claude-3-5-sonnet,tie,Spanish,2026-05-17T05:06:49.238241Z,1398,603,773,0.003908
lmsys_0000256,claude-3-opus,davinci-003,tie,Spanish,2026-05-25T16:11:37.238241Z,264,609,565,0.005341
lmsys_0000257,claude-3-opus,gpt-4,model_a,Chinese,2026-05-18T21:24:06.238241Z,912,1420,611,0.003454
lmsys_0000258,mistral-large,claude-3-opus,tie,Japanese,2026-05-22T00:28:58.238241Z,1776,570,793,0.002224
lmsys_0000259,gpt-4-turbo,gpt-3.5-turbo,tie,Japanese,2026-05-30T19:59:55.238241Z,681,734,435,0.000862
lmsys_0000260,palm-2,gpt-4-turbo,tie,English,2026-06-08T01:57:48.238241Z,1377,211,549,0.001743
lmsys_0000261,gpt-3.5-turbo,gemini-pro,model_b,French,2026-05-26T21:28:15.238241Z,1208,1191,734,0.00057
lmsys_0000262,claude-3-5-sonnet,davinci-003,tie,Chinese,2026-05-20T12:42:18.238241Z,682,913,581,0.003323
lmsys_0000263,mistral-large,gpt-4,model_a,Spanish,2026-05-23T22:41:11.238241Z,684,1203,612,2.9e-05
lmsys_0000264,gpt-4-turbo,claude-3-opus,tie,Spanish,2026-06-06T12:39:40.238241Z,1186,475,513,0.004521
lmsys_0000265,davinci-003,claude-3-opus,tie,English,2026-05-16T22:28:31.238241Z,62,916,626,0.002224
lmsys_0000266,gpt-4,mistral-large,model_b,Spanish,2026-05-17T13:17:08.238241Z,33,526,683,9.7e-05
lmsys_0000267,gpt-4,davinci-003,model_a,Spanish,2026-05-16T07:52:35.238241Z,363,927,465,0.005529
lmsys_0000268,gpt-4-turbo,gpt-4,tie,Japanese,2026-05-21T01:38:56.238241Z,166,399,635,0.004618
lmsys_0000269,llama-2-70b,gpt-4-turbo,model_b,Spanish,2026-06-04T10:31:08.238241Z,1857,85,429,0.002972
lmsys_0000270,gemini-pro,gpt-3.5-turbo,tie,Japanese,2026-05-16T18:07:32.238241Z,329,1334,454,0.000664
lmsys_0000271,mistral-large,claude-3-5-sonnet,tie,Japanese,2026-05-18T12:11:12.238241Z,669,996,1250,3.8e-05
lmsys_0000272,gemini-pro,gpt-4-turbo,model_b,Chinese,2026-05-29T18:00:50.238241Z,1051,109,584,0.00255
lmsys_0000273,llama-2-70b,mistral-large,model_b,Japanese,2026-05-21T03:41:52.238241Z,956,692,1439,7.2e-05
lmsys_0000274,davinci-003,mistral-large,model_b,German,2026-05-24T07:31:52.238241Z,198,896,927,1.4e-05
lmsys_0000275,mistral-large,davinci-003,tie,Japanese,2026-05-17T01:10:58.238241Z,1692,1077,730,1.9e-05
lmsys_0000276,gemini-pro,llama-2-70b,model_a,English,2026-06-08T12:17:58.238241Z,209,446,599,0.001188
lmsys_0000277,gpt-3.5-turbo,llama-2-70b,model_a,French,2026-05-18T03:52:29.238241Z,419,1176,229,0.001242
lmsys_0000278,gpt-3.5-turbo,davinci-003,model_a,German,2026-05-30T05:08:42.238241Z,1705,41,331,0.000599
lmsys_0000279,claude-3-5-sonnet,gemini-pro,tie,Chinese,2026-05-30T02:38:45.238241Z,548,385,364,0.002248
lmsys_0000280,palm-2,mistral-large,tie,German,2026-05-18T04:56:05.238241Z,583,1008,773,0.001016
lmsys_0000281,gpt-4-turbo,gpt-3.5-turbo,tie,English,2026-05-15T10:35:08.238241Z,856,346,153,0.000908
lmsys_0000282,llama-2-70b,gpt-3.5-turbo,tie,Japanese,2026-06-07T07:09:52.238241Z,937,1481,494,0.00176
lmsys_0000283,gpt-4-turbo,gemini-pro,model_a,German,2026-05-30T08:58:30.238241Z,983,883,591,0.004791
lmsys_0000284,palm-2,gemini-pro,model_b,Chinese,2026-05-29T23:12:38.238241Z,410,236,450,0.002287
lmsys_0000285,palm-2,mistral-large,model_a,Chinese,2026-05-24T17:45:20.238241Z,1361,253,846,0.003449
lmsys_0000286,gpt-3.5-turbo,gpt-4-turbo,model_a,Spanish,2026-05-30T10:21:49.238241Z,1743,65,178,0.000621
lmsys_0000287,mistral-large,gpt-4-turbo,tie,English,2026-06-11T04:16:06.238241Z,1721,141,295,0.002309
lmsys_0000288,gemini-pro,claude-3-5-sonnet,model_b,Japanese,2026-05-15T19:00:38.238241Z,310,176,689,0.001626
lmsys_0000289,gpt-4,mistral-large,tie,Chinese,2026-06-09T21:49:43.238241Z,725,991,1313,8.5e-05
lmsys_0000290,llama-2-70b,claude-3-opus,model_a,Chinese,2026-06-10T03:57:07.238241Z,997,1267,1144,1.3e-05
lmsys_0000291,mistral-large,claude-3-opus,tie,English,2026-05-28T19:03:41.238241Z,375,1201,1049,4.1e-05
lmsys_0000292,palm-2,llama-2-70b,model_b,Chinese,2026-06-11T04:02:34.238241Z,1994,944,751,4.1e-05
lmsys_0000293,gpt-4-turbo,mistral-large,tie,Japanese,2026-05-31T14:05:08.238241Z,1399,1227,1081,6e-06
lmsys_0000294,davinci-003,llama-2-70b,model_b,German,2026-05-23T08:36:21.238241Z,1121,976,1251,1e-06
lmsys_0000295,gpt-4,llama-2-70b,model_a,English,2026-05-31T14:49:08.238241Z,976,1361,295,0.003135
lmsys_0000296,palm-2,gpt-4-turbo,tie,French,2026-05-16T11:35:03.238241Z,1269,529,785,0.003018
lmsys_0000297,llama-2-70b,davinci-003,model_a,Chinese,2026-05-31T07:29:03.238241Z,21,183,1026,4.5e-05
lmsys_0000298,mistral-large,gpt-4-turbo,model_a,German,2026-05-31T21:31:46.238241Z,868,501,1433,4.8e-05
lmsys_0000299,claude-3-opus,gpt-3.5-turbo,model_b,English,2026-05-22T16:54:32.238241Z,1518,381,411,0.001078
lmsys_0000300,claude-3-5-sonnet,gpt-3.5-turbo,model_b,English,2026-05-27T03:40:26.238241Z,1010,37,373,0.001582
lmsys_0000301,gpt-3.5-turbo,palm-2,tie,Chinese,2026-05-14T20:20:29.238241Z,624,1133,585,0.001094
lmsys_0000302,llama-2-70b,palm-2,model_b,Chinese,2026-05-17T03:11:01.238241Z,327,446,737,0.001686
lmsys_0000303,gpt-4,claude-3-5-sonnet,model_a,German,2026-06-02T17:51:58.238241Z,1316,513,284,0.002189
lmsys_0000304,davinci-003,gpt-4-turbo,tie,English,2026-06-01T23:53:12.238241Z,815,1257,537,0.001432
lmsys_0000305,gpt-4,gpt-3.5-turbo,model_a,Chinese,2026-05-14T19:33:04.238241Z,1746,717,522,0.006521
lmsys_0000306,gpt-3.5-turbo,claude-3-opus,model_a,Chinese,2026-05-22T02:34:37.238241Z,1471,16,347,0.001025
lmsys_0000307,gpt-4-turbo,claude-3-5-sonnet,model_b,French,2026-05-29T03:30:33.238241Z,25,772,444,0.002298
lmsys_0000308,claude-3-5-sonnet,gpt-3.5-turbo,tie,German,2026-05-20T11:01:05.238241Z,911,1143,445,0.001176
lmsys_0000309,gpt-3.5-turbo,claude-3-opus,tie,Spanish,2026-06-02T00:44:02.238241Z,925,536,219,0.000649
lmsys_0000310,mistral-large,palm-2,tie,French,2026-05-13T16:59:09.238241Z,613,304,363,0.003676
lmsys_0000311,gpt-4,llama-2-70b,model_a,German,2026-06-10T22:48:32.238241Z,1891,859,569,0.007474
lmsys_0000312,claude-3-5-sonnet,gpt-4-turbo,model_a,Japanese,2026-05-30T10:06:55.238241Z,231,1000,706,0.004439
lmsys_0000313,gpt-4,llama-2-70b,model_a,Chinese,2026-06-04T00:43:13.238241Z,160,157,361,0.009865
lmsys_0000314,davinci-003,mistral-large,model_a,German,2026-05-21T20:23:46.238241Z,1770,10,578,0.002854
lmsys_0000315,gpt-3.5-turbo,palm-2,model_a,English,2026-06-06T05:20:15.238241Z,1801,1169,490,0.001252
lmsys_0000316,gpt-4,llama-2-70b,model_b,German,2026-06-09T16:01:02.238241Z,1905,524,939,6.9e-05
lmsys_0000317,gpt-3.5-turbo,claude-3-5-sonnet,tie,Japanese,2026-06-05T19:34:45.238241Z,694,1304,447,0.001275
lmsys_0000318,gemini-pro,claude-3-opus,tie,Chinese,2026-05-31T00:33:45.238241Z,1455,428,828,0.003597
lmsys_0000319,davinci-003,gemini-pro,model_b,Chinese,2026-05-25T15:23:25.238241Z,1871,762,362,0.002548
lmsys_0000320,claude-3-opus,gpt-4-turbo,tie,French,2026-05-20T17:36:17.238241Z,763,222,470,0.002544
lmsys_0000321,gpt-4,gemini-pro,tie,German,2026-05-15T08:24:18.238241Z,1669,412,310,0.001231
lmsys_0000322,davinci-003,gemini-pro,model_a,German,2026-05-16T04:00:30.238241Z,1116,767,340,0.001352
lmsys_0000323,llama-2-70b,gemini-pro,tie,German,2026-06-05T10:28:58.238241Z,82,1314,607,0.002115
lmsys_0000324,gemini-pro,claude-3-5-sonnet,model_b,Chinese,2026-05-18T05:36:28.238241Z,612,33,346,0.003588
lmsys_0000325,mistral-large,gpt-3.5-turbo,model_a,Spanish,2026-05-31T23:58:32.238241Z,436,602,736,5.4e-05
lmsys_0000326,gpt-4-turbo,palm-2,tie,Spanish,2026-06-05T18:46:42.238241Z,1976,868,599,0.001546
lmsys_0000327,gpt-3.5-turbo,claude-3-opus,model_b,Spanish,2026-06-03T12:00:24.238241Z,1283,557,518,0.005857
lmsys_0000328,claude-3-5-sonnet,gemini-pro,tie,Japanese,2026-05-22T22:31:51.238241Z,1904,1442,640,0.002418
lmsys_0000329,mistral-large,gpt-4,tie,English,2026-06-03T09:06:41.238241Z,1520,783,603,4.5e-05
lmsys_0000330,gpt-4,mistral-large,model_b,Chinese,2026-06-06T03:07:30.238241Z,269,346,1126,9e-06
lmsys_0000331,gpt-4,mistral-large,model_a,German,2026-05-20T15:14:17.238241Z,1795,1375,451,0.003079
lmsys_0000332,davinci-003,gemini-pro,model_a,Japanese,2026-06-01T08:04:32.238241Z,372,198,525,0.001028
lmsys_0000333,palm-2,claude-3-opus,tie,Spanish,2026-06-07T19:49:34.238241Z,1305,953,422,0.002516
lmsys_0000334,gpt-3.5-turbo,mistral-large,model_a,Chinese,2026-06-10T00:27:49.238241Z,1984,261,473,0.001818
lmsys_0000335,gpt-4,davinci-003,model_a,Spanish,2026-05-31T16:36:00.238241Z,1522,1444,554,0.007973
lmsys_0000336,davinci-003,gpt-4,model_a,Chinese,2026-05-18T05:08:07.238241Z,200,1006,668,0.002977
lmsys_0000337,gemini-pro,mistral-large,model_a,French,2026-06-02T04:56:30.238241Z,1877,218,647,0.002575
lmsys_0000338,llama-2-70b,claude-3-5-sonnet,tie,English,2026-05-23T21:12:57.238241Z,512,300,633,0.004799
lmsys_0000339,llama-2-70b,gpt-4-turbo,tie,Spanish,2026-06-09T22:46:34.238241Z,173,1228,585,0.004506
lmsys_0000340,palm-2,claude-3-opus,tie,Japanese,2026-06-09T11:32:33.238241Z,682,1071,469,0.003808
lmsys_0000341,gpt-3.5-turbo,mistral-large,tie,French,2026-05-25T05:23:15.238241Z,833,354,401,0.001377
lmsys_0000342,gemini-pro,llama-2-70b,tie,Chinese,2026-05-23T18:18:48.238241Z,1156,659,584,0.002211
lmsys_0000343,palm-2,llama-2-70b,model_b,Spanish,2026-05-28T10:22:28.238241Z,1431,653,1093,4.2e-05
lmsys_0000344,gpt-4,davinci-003,model_b,Japanese,2026-06-08T02:32:17.238241Z,333,305,494,0.001366
lmsys_0000345,gpt-4-turbo,llama-2-70b,tie,German,2026-05-24T20:20:08.238241Z,39,1050,526,0.002892
lmsys_0000346,mistral-large,llama-2-70b,model_b,Chinese,2026-06-09T13:51:18.238241Z,1331,228,1085,3.6e-05
lmsys_0000347,gpt-4-turbo,davinci-003,model_a,French,2026-05-15T15:35:14.238241Z,609,136,440,0.004938
lmsys_0000348,llama-2-70b,claude-3-opus,model_b,French,2026-05-28T09:51:47.238241Z,575,120,416,0.004972
lmsys_0000349,claude-3-5-sonnet,llama-2-70b,tie,French,2026-06-05T09:27:10.238241Z,728,1272,735,0.002612
lmsys_0000350,gpt-4-turbo,mistral-large,tie,Spanish,2026-06-06T09:52:26.238241Z,1560,868,1198,3e-05
lmsys_0000351,llama-2-70b,claude-3-opus,model_b,Spanish,2026-05-28T18:58:17.238241Z,757,322,572,0.003385
lmsys_0000352,palm-2,claude-3-5-sonnet,tie,German,2026-05-27T10:01:59.238241Z,1994,1074,581,0.003814
lmsys_0000353,claude-3-opus,davinci-003,tie,Chinese,2026-06-09T00:16:22.238241Z,428,1462,206,0.002487
lmsys_0000354,gpt-4,claude-3-opus,model_b,German,2026-05-26T00:12:24.238241Z,1056,1121,813,0.003294
lmsys_0000355,gpt-4,claude-3-opus,tie,Chinese,2026-05-29T23:05:56.238241Z,610,507,561,0.00325
lmsys_0000356,gemini-pro,claude-3-5-sonnet,tie,Japanese,2026-06-02T05:18:21.238241Z,1025,803,469,0.001625
lmsys_0000357,mistral-large,gpt-3.5-turbo,model_a,Japanese,2026-06-07T21:10:13.238241Z,1087,1228,1036,1.2e-05
lmsys_0000358,gpt-3.5-turbo,claude-3-opus,model_a,German,2026-06-11T20:51:43.238241Z,81,1072,478,0.001828
lmsys_0000359,palm-2,gpt-4,model_a,German,2026-06-05T02:59:00.238241Z,614,727,585,0.002057
lmsys_0000360,mistral-large,gpt-4,tie,French,2026-05-28T05:52:38.238241Z,728,542,479,0.007733
lmsys_0000361,claude-3-5-sonnet,claude-3-opus,model_a,French,2026-05-13T04:54:23.238241Z,1760,710,316,0.004844
lmsys_0000362,gpt-3.5-turbo,llama-2-70b,tie,Spanish,2026-05-18T22:15:14.238241Z,1679,770,324,0.000699
lmsys_0000363,davinci-003,gpt-4,model_a,Japanese,2026-06-04T09:55:17.238241Z,134,1328,623,0.002644
lmsys_0000364,claude-3-opus,llama-2-70b,model_b,French,2026-05-29T15:38:53.238241Z,1362,812,1172,1.1e-05
lmsys_0000365,gpt-4-turbo,mistral-large,tie,Spanish,2026-05-21T08:42:03.238241Z,1443,743,522,0.001982
lmsys_0000366,palm-2,gpt-4,tie,Chinese,2026-05-27T06:43:45.238241Z,411,1187,900,0.002024
lmsys_0000367,mistral-large,davinci-003,model_a,Japanese,2026-05-28T22:20:36.238241Z,30,656,926,6.3e-05
lmsys_0000368,gpt-4-turbo,palm-2,model_b,Chinese,2026-05-22T03:22:43.238241Z,1416,1286,855,0.003468
lmsys_0000369,claude-3-5-sonnet,claude-3-opus,model_a,Spanish,2026-05-31T13:59:56.238241Z,1393,1104,610,0.00378
lmsys_0000370,llama-2-70b,gpt-4,tie,Spanish,2026-06-07T17:50:28.238241Z,1613,840,368,0.008621
lmsys_0000371,palm-2,gpt-4-turbo,model_a,German,2026-06-03T04:52:03.238241Z,554,364,520,0.003377
lmsys_0000372,gpt-4,gemini-pro,model_a,English,2026-06-04T12:19:59.238241Z,1852,838,466,0.009453
lmsys_0000373,gpt-4-turbo,palm-2,model_a,Japanese,2026-05-27T22:57:24.238241Z,411,1273,528,0.002182
lmsys_0000374,mistral-large,gemini-pro,model_a,French,2026-06-09T02:33:44.238241Z,1677,928,1424,8.1e-05
lmsys_0000375,gemini-pro,claude-3-5-sonnet,model_a,Spanish,2026-05-18T07:04:54.238241Z,918,587,557,0.001525
lmsys_0000376,gemini-pro,claude-3-5-sonnet,model_a,German,2026-05-28T14:25:08.238241Z,1060,519,719,0.001785
lmsys_0000377,gpt-3.5-turbo,claude-3-opus,tie,French,2026-06-02T10:09:03.238241Z,957,383,366,0.001826
lmsys_0000378,gpt-4,davinci-003,tie,German,2026-06-10T01:35:23.238241Z,680,810,420,0.002134
lmsys_0000379,gpt-3.5-turbo,davinci-003,model_a,Japanese,2026-06-09T05:34:22.238241Z,1226,190,236,0.000844
lmsys_0000380,gpt-4-turbo,claude-3-opus,model_b,French,2026-05-29T23:02:37.238241Z,1407,803,588,0.005882
lmsys_0000381,mistral-large,claude-3-5-sonnet,model_a,German,2026-05-28T00:05:34.238241Z,320,1319,573,5.3e-05
lmsys_0000382,davinci-003,gpt-3.5-turbo,model_a,Japanese,2026-06-11T10:56:26.238241Z,444,549,696,0.002912
lmsys_0000383,gpt-4-turbo,llama-2-70b,model_a,Japanese,2026-06-04T11:49:08.238241Z,1634,965,290,0.001906
lmsys_0000384,davinci-003,llama-2-70b,model_a,Spanish,2026-05-15T05:15:04.238241Z,1870,223,407,0.002659
lmsys_0000385,palm-2,gpt-3.5-turbo,model_a,English,2026-05-14T07:34:36.238241Z,302,375,879,0.003946
lmsys_0000386,gpt-3.5-turbo,palm-2,model_b,German,2026-05-30T14:25:25.238241Z,270,1287,459,0.002662
lmsys_0000387,gpt-4,gemini-pro,model_b,German,2026-05-24T03:47:55.238241Z,1233,1285,518,0.002935
lmsys_0000388,claude-3-opus,palm-2,tie,Japanese,2026-06-01T07:49:11.238241Z,1794,732,492,0.002678
lmsys_0000389,llama-2-70b,gemini-pro,tie,French,2026-06-03T12:42:20.238241Z,973,1247,750,0.002048
lmsys_0000390,mistral-large,davinci-003,model_b,English,2026-06-01T14:48:09.238241Z,823,647,486,0.001432
lmsys_0000391,davinci-003,claude-3-opus,model_a,French,2026-05-24T20:57:20.238241Z,86,1414,479,0.002633
lmsys_0000392,gpt-4-turbo,gpt-4,tie,French,2026-05-30T00:42:54.238241Z,391,222,544,0.009826
lmsys_0000393,palm-2,claude-3-5-sonnet,model_a,German,2026-06-09T06:13:48.238241Z,638,1442,782,0.001939
lmsys_0000394,mistral-large,gemini-pro,model_a,German,2026-05-15T05:15:45.238241Z,1439,387,771,9.9e-05
lmsys_0000395,davinci-003,llama-2-70b,model_a,English,2026-06-07T17:38:59.238241Z,639,1030,563,0.002621
lmsys_0000396,claude-3-opus,mistral-large,model_a,Chinese,2026-06-10T10:17:38.238241Z,1699,1401,809,0.004314
lmsys_0000397,davinci-003,claude-3-opus,tie,Chinese,2026-06-08T05:55:04.238241Z,847,896,604,0.00294
lmsys_0000398,gpt-4,llama-2-70b,tie,French,2026-05-21T04:53:37.238241Z,1512,34,813,4.7e-05
lmsys_0000399,claude-3-5-sonnet,gpt-4,model_b,Spanish,2026-05-20T12:11:28.238241Z,428,664,329,0.009955
lmsys_0000400,davinci-003,mistral-large,tie,French,2026-05-22T10:46:35.238241Z,1244,1177,528,0.001785
lmsys_0000401,davinci-003,gpt-4-turbo,tie,German,2026-06-02T20:11:42.238241Z,339,1137,501,0.001192
lmsys_0000402,mistral-large,davinci-003,tie,German,2026-05-15T04:21:14.238241Z,328,1032,255,0.002553
lmsys_0000403,davinci-003,palm-2,model_a,Spanish,2026-05-21T07:23:30.238241Z,1709,286,593,0.001201
lmsys_0000404,gemini-pro,llama-2-70b,model_a,English,2026-05-23T02:05:03.238241Z,1282,1357,314,0.002206
lmsys_0000405,llama-2-70b,gpt-3.5-turbo,model_b,Spanish,2026-05-20T02:23:04.238241Z,1966,503,186,0.001208
lmsys_0000406,claude-3-opus,palm-2,tie,Chinese,2026-06-07T17:33:29.238241Z,291,1490,461,0.005015
lmsys_0000407,gemini-pro,gpt-3.5-turbo,tie,German,2026-05-24T16:36:23.238241Z,1929,1314,443,0.000956
lmsys_0000408,gpt-3.5-turbo,claude-3-opus,model_b,Japanese,2026-06-07T17:02:55.238241Z,1635,657,740,0.003176
lmsys_0000409,gpt-4,palm-2,model_a,Spanish,2026-06-11T12:40:27.238241Z,934,1316,423,0.009225
lmsys_0000410,gpt-4-turbo,gemini-pro,model_a,English,2026-05-19T23:08:29.238241Z,1444,793,426,0.001955
lmsys_0000411,claude-3-opus,gpt-3.5-turbo,model_b,French,2026-06-11T14:36:41.238241Z,740,786,243,0.001456
lmsys_0000412,davinci-003,gpt-4,model_a,Chinese,2026-05-29T03:58:11.238241Z,1902,1368,543,0.001087
lmsys_0000413,mistral-large,palm-2,model_a,German,2026-05-17T17:57:55.238241Z,1922,1490,1069,7.9e-05
lmsys_0000414,claude-3-5-sonnet,gpt-4,model_a,Japanese,2026-05-24T01:33:02.238241Z,1874,948,669,0.001142
lmsys_0000415,palm-2,gpt-3.5-turbo,model_a,English,2026-05-19T13:16:52.238241Z,1953,603,416,0.002857
lmsys_0000416,gpt-3.5-turbo,claude-3-5-sonnet,model_b,Japanese,2026-06-11T21:49:50.238241Z,1683,1017,437,0.003819
lmsys_0000417,claude-3-opus,gpt-4-turbo,model_a,German,2026-06-01T04:01:51.238241Z,127,980,737,0.004629
lmsys_0000418,mistral-large,claude-3-5-sonnet,tie,Chinese,2026-05-27T02:39:29.238241Z,731,867,692,1.9e-05
lmsys_0000419,gemini-pro,gpt-3.5-turbo,tie,Chinese,2026-06-04T00:37:23.238241Z,170,120,396,0.002214
lmsys_0000420,gpt-4-turbo,gpt-4,model_a,Spanish,2026-05-23T23:59:43.238241Z,1856,1157,384,0.003082
lmsys_0000421,palm-2,mistral-large,tie,French,2026-05-23T12:05:27.238241Z,1957,150,688,0.00243
lmsys_0000422,claude-3-5-sonnet,palm-2,model_b,Chinese,2026-05-17T06:30:37.238241Z,1473,646,685,0.002117
lmsys_0000423,claude-3-opus,llama-2-70b,model_a,English,2026-06-10T14:10:26.238241Z,1853,361,629,0.005204
lmsys_0000424,gemini-pro,claude-3-5-sonnet,tie,German,2026-05-25T04:11:55.238241Z,1003,717,404,0.002451
lmsys_0000425,gpt-4,claude-3-opus,model_a,Spanish,2026-06-06T04:10:13.238241Z,1388,1484,399,0.002404
lmsys_0000426,claude-3-opus,davinci-003,tie,Japanese,2026-05-20T03:02:33.238241Z,1251,1084,645,0.001827
lmsys_0000427,gpt-4-turbo,mistral-large,model_a,Spanish,2026-05-15T21:18:49.238241Z,961,336,293,0.002275
lmsys_0000428,davinci-003,gpt-4,model_a,French,2026-05-19T05:45:03.238241Z,1256,1425,417,0.00103
lmsys_0000429,claude-3-opus,claude-3-5-sonnet,model_b,French,2026-05-15T02:17:44.238241Z,1303,172,512,0.004935
lmsys_0000430,palm-2,davinci-003,model_a,French,2026-05-23T16:03:12.238241Z,480,1389,438,0.003431
lmsys_0000431,claude-3-5-sonnet,palm-2,tie,Spanish,2026-05-22T09:43:08.238241Z,721,150,670,0.001782
lmsys_0000432,palm-2,gemini-pro,model_a,German,2026-05-26T05:32:54.238241Z,740,1302,389,0.001928
lmsys_0000433,gemini-pro,claude-3-5-sonnet,model_a,Spanish,2026-05-30T20:33:41.238241Z,652,456,717,0.000864
lmsys_0000434,llama-2-70b,claude-3-opus,model_a,Chinese,2026-06-09T21:01:39.238241Z,403,558,1379,9.6e-05
lmsys_0000435,gemini-pro,gpt-4-turbo,tie,German,2026-05-23T10:46:48.238241Z,1987,1058,595,0.002595
lmsys_0000436,mistral-large,gpt-4-turbo,model_a,Spanish,2026-06-03T02:32:18.238241Z,1136,1380,704,6.3e-05
lmsys_0000437,gpt-3.5-turbo,gpt-4,model_a,English,2026-06-10T21:25:57.238241Z,827,463,232,0.000676
lmsys_0000438,davinci-003,mistral-large,model_a,English,2026-05-21T12:44:21.238241Z,1002,210,258,0.001999
lmsys_0000439,gpt-3.5-turbo,gpt-4-turbo,tie,German,2026-05-28T07:31:27.238241Z,1407,104,362,0.001923
lmsys_0000440,davinci-003,gpt-4,tie,Japanese,2026-05-29T15:12:50.238241Z,1693,1068,474,0.001973
lmsys_0000441,gpt-3.5-turbo,gpt-4,model_a,Japanese,2026-06-02T09:28:34.238241Z,1187,537,454,0.001679
